"Nom scientifique";"Numéro CAS";"Numéro CIPAC"
1,4-Bis(4-(trifluorométhyl)phénoxy)benzène;67525-36-4;
5,5'-(1,1,1,3,3,3-Hexafluoro-2,2-propanediyl)bis(2-benzofurane-1,3-dione);1107-00-2;214-170-0
"Benzène, 1,1'- 2,2,2-trifluoro-1-(trifluorométhyl)éthylidène bis 3,4-diméthyl-";65294-20-4;
Chlorane;1782-06-5;217-229-9
Tridécafluoro-N-(2-hydroxyéthyl)-N-propylhéxanesulphonamide;85665-64-1;
Bis[4-(diéthylamino)phényl][4-(éthylamino)-1-naphtyl]méthanol;1325-86-6;215-409-1
2,2'-[(2,2',3,3',5,5',6,6'-Octachloro-4,4'-biphényldiyl)bis(oxy-2,1-éthanediyloxy)]diéthanol;28031-44-9;248-790-8
"Acide 1,1,2,2,3,3,4,4,5,5,6,6,7,7,7-pentadécafluoro-, sel de sodium";68555-66-8;
1,1,1,2,2,3,4,5,5,6,6,6-Dodécafluoro-3,4-bis(trifluorométhyl)hexane;1735-48-4;217-079-4
"8-Chloro-2,2,3,3,4,4,5,5,6,6,7,7,8,8-tétradécafluorooctanoate d'ammonium";16557-94-1;240-624-2
"1-Propanaminium, 3- (carboxyméthyl) (heptadécafluorooctyl)sulfonyl amino -N,N,N-triméthyl-, hydroxyde, sel interne";68318-36-5;
"Benzènesulfonamide, N-méthyl-4-  4,4,5,5,5-pentafluoro-3-(pentafluoroéthyl)-1,2,3-tris(trifluorométhyl)-1-pentenyl oxy";69013-34-9;
"Acrylate de 2-{éthyl[(tridécafluorohexyl)sulfonyl]amino}éthyle";1893-52-3;217-581-3
"Ammonium 8-chlorohexadécafluoro-7-méthyloctanoate";3658-57-9;
Flophemesyldiéthylamine;55485-74-0;
"Glycine, N-éthyl-N- (pentadécafluoroheptyl)sulfonyl -, éthyl ester";68957-54-0;
"Acide 2-(2,4,5,7-tétrabromo-3,6-dihydroxyxanthén-9-yl)benzoïque, sel de plomb";1326-05-2;215-415-4
"1,1'-Biphényl, 2,2',3,3',5,5',6,6'-octafluoro-";3883-86-1;
"3-(2,2-Dichlorovinyl)-2,2-diméthylcyclopropanecarboxylic anhydride";56860-12-9;
"Endrin Ketone";53494-70-5;
2-Bromo-1-[Chloro-(4-Fluorophényl)Méthyl]-4-(Trifluorométhyl)Benzène;85118-22-5;
"4-[Méthyl(1,1,2,2,3,3,4,4,5,5,6,6,7,7,7-Pentadécafluoroheptylsulfonyl)Amino]Butyl Prop-2-Énoate";68227-97-4;
"Acide 4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,11-heptadécafluoroundécanoïque";34598-33-9;
(Allyloxy)pentachlorobenzène;42115-15-1;
"Acide 2-propénoïque, 2-méthyl-, 4- méthyl (undécafluoropentyl)sulfonyl amino butyl ester";67906-40-5;
2,3,5-Trifluoro-4-(1,1,2,2,2-Pentafluoroéthyl)-2,3,4,5-Tétrakis(Trifluorométhyl)Oxolane;69661-30-9;
"Acide 2-propénoïque, 2-méthyl-, 2- éthyl (pentadécafluoroheptyl)sulfonyl amino éthyl ester";67939-36-0;
N-(4-Chlorophényl)-2-hydroxy-9H-carbazole-3-carboxamide;132-61-6;205-068-7
1,2,3,4,5-Pentachloro-6-(Chlorométhylsulfanyl)Benzène;62601-17-6;
2-Carboxyéthyl-[3-[[4,4,5,5,6,6,7,7,8,8,9,9,10,11,11,11-Hexadécafluoro-2-Hydroxy-10-;73353-25-0;
1,1'-(2,2-Propanediyl)bis[4-(1,1,2,2-tétrafluoroéthoxy)benzène];1544-19-0;216-279-9
1-[2,5-Bis(2,2,2-Trifluoroéthoxy)Phényl]-2,2,2-Trichloroéthanone;76784-42-4;278-550-8
1-(Aziridin-1-Yl)-4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,11-Heptadécafluoroundécan-2-Ol;94159-85-0;
"Bromure de décafluorobenzhydryle";5736-49-2;
9-(3-Chloropropyl)-6-Fluoro-2-(Trifluorométhyl)-9H-Thioxanthène;53542-48-6;
(1R,4R)-2-(2,2,3,3,4,4,4-Heptafluorobutanoyl)-4,7,7-Triméthylbicyclo[2.2.1]Heptan-3-One;51800-99-8;
Méthoxyméthyl-Bis[(4,7,7-Triméthyl-3-Bicyclo[2.2.1]Heptanyl)Oxy]Silicon;94349-23-2;
"Phosphite de tris(dichloropropyle)";26604-52-4;247-844-8
"CI Soufre Orange 1";1326-49-4;215-426-4
"Chlorure de 3,3,3-tris(4-chlorophényl)propanoyle";2172-49-8;218-525-0
1-Éthénoxy-4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,11-Heptadécafluoroundécan-2-Ol;94159-86-1;
"2-Propenoic acid, 2- méthyl (tridecafluorohéxyl)sulfonyl amino éthyl ester";67584-57-0;
"1-Heptanesulfonamide, 1,1,2,2,3,3,4,4,5,5,6,6,7,7,7-pentadecafluoro-N-(phénylméthyl)-";68298-10-2;
"1-Pentanesulfonyl fluoride, 1,1,2,2,3,3,4,4,5,5,5-undecafluoro-";375-81-5;
[4-(Trifluorométhoxy)Phényl]-[4-(Trifluorométhyl)Phényl]Méthanone;34367-37-8;
[4-(Trifluorométhoxy)Phényl]-[2-(Trifluorométhyl)Phényl]Méthanone;87996-57-4;
"Méthanesulfonamide, 1-chloro-N-[4,5-dichloro-2-(2,4-dichlorophénoxy)phényl]-, sel de sodium";83721-46-4;
1,1,1,2-Tétrachloro-3-(2,3,3,3-tétrachloropropoxy)propane;127-90-2;204-870-4
1,2,3,4-Tétrabromo-5-Méthyl-6-Prop-2-Énoxybenzène;83929-68-4;
"1-Heptanesulfonamide, 1,1,2,2,3,3,4,4,5,5,6,6,7,7,7-Pentadécafluoro-N-2-Propényl-";67584-49-0;
"2-Propenoic acid, 2-méthyl-, 2- éthyl (undécafluoropentyl)sulfonyl amino éthyl ester";67906-73-4;
"Sodium 2-[(1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadécafluorooctylsulfonylamino)méthyl]benzènesulfonate";51032-47-4;
"Glycine, N-éthyl-N-[(undécafluoropentyl)sulfonyl]-, sel de potassium";67584-52-5;
"Glycine, N-éthyl-N- (undécafluoropentyl)sulfonyl -";68957-31-3;
"1-Hexanesulfonamide, N- 3-(Diméthylamino)Propyl -1,1,2,2,3,3,4,4,5,5,6,6,6-Tridécafluoro-";50598-28-2;
2-Bromo-4'-fluoro-4-(trifluorométhyl)benzophénone;85721-09-1;
Bis(2-Hydroxyéthyl)-Méthyl-[4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,13,13,14,15,15,15-Tétracosafluoro-2-Hydroxy-14-(Uorométhy)P;94159-76-9;
"Fluorure de 2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,10,10,10-octadécafluoro-9-(trifluorométhyl)décanoyle";15720-98-6;239-814-8
Perfluorobenzophénone;853-39-4;
N-(5-Chloro-2-méthylphényl)-3-hydroxy-2-naphtamide;135-63-7;205-207-1
2,2'-{2,2-Propanediylbis[(2,6-dibromo-4,1-phénylène)oxyméthylène]}dioxirane;3072-84-2;221-346-0
"Benzène, 1,4-bis (trichlorométhyl) -";68-36-0;
Chlorfensulfide;2274-74-0;
1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8-Heptadécafluorooctane;335-65-9;
Bis(2,4-dichlorophényl)peroxyanhydride;133-14-2;205-094-9
FRIEDELIN;559-74-0;
"Iodure de 4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,13,13,14,14,15,15,15-pentacosafluoro-2-hydroxy-N,N-bis(2-hydroxyéthyl)-N-méthyl-1-pentadécanaminium";93776-16-0;
"Bis(2,4,5-trichlorophényl) disulfide";3808-87-5;
1,1'-Méthylenebis(2,4-dichlorobenzène);84604-89-7;
1,1'-Méthylenebis(2,6-dichlorobenzène);84604-90-0;
"N-Phényl bêta-naphthylamine";135-88-6;205-223-9
"Peroxyde de 1,4-phénylènebis(1-méthyléthylidène) bis(1,1-diméthyléthyl)";2781-00-2;220-479-1
1,3-Bis{2-[(2-méthyl-2-propanyl)peroxy]-2-propanyl}benzène;2212-81-9;218-664-7
"Magnésium 1,2,3,4,5,6,7,8,13,13,14,14-dodécachloro-1,4,4a,4b,5,8,8a,12b-octahydro-11-sulphonato-1,4:5,8-diméthanotrenylène";84297-66-5;
2,3,4,5,6-Pentabromostyrène;53097-59-9;
1-[4-(Trifluorométhoxy)Phényl]Sulfonyl-4-(Trifluorométhyl)Benzène;94108-54-0;
Perfluoro-n-butylcyclohexane;374-60-7;
"Carbonate de bis(2,4-dichlorophényle)";26496-99-1;247-748-6
"1-Pentanesulfonamide, 1,1,2,2,3,3,4,4,5,5,5-undécafluoro-N-(4-hydroxybutyl)-N-méthyl-";68239-72-5;
"1-Propanaminium, N,N,N-triméthyl-3-[[(pentadécafluoroheptyl)sulfonyl]amino]-, iodure";67584-58-1;
"N-Éthyl-N-[(heptadécafluorooctyl)sulfonyl]glycinate d'éthyle";1869-77-8;217-486-7
[2-Chloro-5-(Trifluorométhyl)Phényl]-(4-Fluorophényl)Méthanone;85721-08-0;
6-Chloro-3-(4-chlorophényl)-2,4-bis(2-fluorophényl)-3,4-dihydroquinazolin-4-ol;77549-03-2;
2-[3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-heptadécafluorodécyl(2-hydroxyéthyl)amino]éthanol;27607-36-9;248-562-8
1,1'-Sulfonylbis[4-(trifluorométhoxy)benzène];1735-37-1;217-078-9
"1-Octanesulfonamide, N-[3-(diméthylamino)propyl]-1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-heptadécafluoro -, monochlorhydrate";67939-88-2;
"Octanoyl fluoride, pentadécafluoro-";335-66-0;
"3H-Pyrazol-3-one, 2-(4-chlorophényl)-4-  4-chloro-2-(trifluorométhyl)phényl azo -2,4-dihydro-5-méthyl-";67923-41-5;
1,3-Dichloro-9-méthyl-6-(trifluorométhyl)phenanthrène;94133-66-1;
"Ethanol, 2,2 -[(1-méthyléthylidène)bis[(2,6-dibromo-4,1-phénylène)oxy]]bis-";4162-45-2;
"1-Naphthalènesulfonic acid, 6-diazo-5,6-dihydro-5-oxo-, 1,1'-(thiodi-1,2-naphthalènediyl) ester";68901-25-7;
"Argatroban monohydrate";141396-28-3;687-500-8
2,3-Dichloro-1,1,1,2,3,4,5,5,5-Nonafluoro-4-(Trifluorométhyl)Pentane;85720-79-2;
"Heptane, 1-bromo-1,1,2,2,3,3,4,4,5,5,6,6,7,7,7-pentadécafluoro-";375-88-2;
1,1'-(4-Chloro-1-butènylidène)bis(4-fluorobenzène);3311-94-2;
"4-(Méthyl((undécafluoropentyl)sulphonyl)amino)butyl acrylate";68227-99-6;
"1-Heptanesulfonamide, N-Éthyl-1,1,2,2,3,3,4,4,5,5,6,6,7,7,7-Pentadécafluoro-N-2-Propényl-";67906-41-6;
"1-Heptanesulfonyl Fluoride, 1,1,2,2,3,3,4,4,5,5,6,6,7,7,7-Pentadécafluoro-";335-71-7;
"3,5,5-Triméthylhéxyl 2,4,5-trichlorophénoxyacétate";74592-66-8;
Tetrabromo-2-Chlorotoluene;39569-21-6;
1,2,3,4,5-Pentachloro-6-(méthylsulfanyl)benzène;1825-19-0;217-363-8
1,9,10,11,12,12-Hexachloro-5-méthyl-4,6-dioxatricyclo[7.2.1.02,8]dodéc-10-ène;2592-62-3;
"Benzo[b]thiophène-3(2H)-one, 4,7-dichloro-2-(4,7-dichloro- 3-oxobenzo[b]thien-2(3H)-ylidène)-";14295-43-3;238-222-7
"Pentafluorophényl-tert-butylméthylsilyl chloride";73000-03-0;
"Acide 2-propénoïque, 2-méthyl-, 2- méthyl (undécafluoropentyl)sulfonyl amino éthyl ester";67584-60-5;
"Fluorure de 2,2,3,3,4,4,5,5,6,6,7,8,8,8-tétradécafluoro-7-(trifluorométhyl)octanoyle";15742-62-8;239-834-7
3-Chloro-1-(4-Fluorophényl)-5-(Trifluorométhyl)Indane;85118-26-9;
1,4-Dichloro-2-(trichlorométhyl)benzène;10541-71-6;234-120-1
1,2-Dichloro-4-(trichlorométhyl)benzène;13014-24-9;235-869-7
"Benzène, 1,2-dichloro-4-(trichlorométhyl)";31904-18-4;250-861-3
"Benzène, 1,2-Dichloro-3-(trichlorométhyl)";84613-97-8;
(2-Carboxyéthyl)-3-((4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,11-heptadécafluoro-2-hydroxyundécyl)amino)propyldiméthylamnium;93776-14-8;
2,4-Dichloro-1-(trichlorométhyl)benzène;13014-18-1;235-868-1
Tétracyclohexylstannane;1449-55-4;215-910-5
Érythrodiol;545-48-2;
1,1'-(4-Iodobutylidène)bis(4-fluorobenzène);51787-79-2;
"1-Hexanesulfonamide, 1,1,2,2,3,3,4,4,5,5,6,6,6-tridécafluoro-N-2-propényl-";67584-48-9;
1,2,3-Triméthyl-5-(2-méthyl-2-propanyl)-4,6-dinitrobenzène;145-39-1;205-651-6
"Docetaxel hydrate";148408-66-6;642-361-2
Éosine;15086-94-9;239-138-3
Efavirenz;154598-52-4;620-492-6
Efavirenz;154635-17-3;
Clemastine;15686-51-8;
Everolimus;159351-69-6;621-003-9
"Méthanesulfonate de 4-[(4-hydroxy-9,10-dioxo-9,10-dihydro-1-anthracényl)amino]phényle";1594-08-7;216-475-4
"Phénylcarbamate de 2-[(2-cyanoéthyl){4-[(E)-(4-nitrophényl)diazényl]phényl}amino]éthyle";15958-27-7;240-090-0
1-{[4-(Phénylsulfonyl)phényl]amino}-9,10-anthraquinone;15958-61-9;240-092-1
"Acetamide, N-[5-[[2-(acetyloxy)éthyl] (phénylméthyl)amino]-2-[(2-chloro-4,6-dinitrophényl )azo]-4-méthoxyphenyl]-";16421-40-2;240-470-6
"Acetamide, N-[5-[[2-(acetyloxy)éthyl] (phenylmethyl)amino]-2-[(2,4-dinitrophényl)azo]-4 -methoxyphényl]-";16421-41-3;240-471-1
Dutastéride;164656-23-9;638-758-5
Étonogestrel;165050-21-5;
"Iodure de 3-{[(heptadécafluorooctyl)sulfonyl]amino}-N,N,N-triméthyl-1-propanaminium";1652-63-7;216-716-3
3-(Éthyl{3-méthyl-4-[(E)-(6-nitro-1,3-benzothiazol-2-yl)diazényl]phényl}amino)propanenitrile;16586-42-8;240-639-4
5,10,15,20-Tétra(4-pyridinyl)porphine;16834-13-2;240-858-5
Argatroban;169554-65-8;
"Acide 1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,9-nonadécafluoro-1-nonanesulfonique, ammoniate (1:1)";17202-41-4;241-247-6
Argatroban;172902-92-0;
Kétoprofène;172964-50-0;244-759-8
"3-(3-Chloro-10,11-dihydro-5H-dibenzo[b,f]azépin-5-yl)-N,N-diméthyl-1-propanamine, chlorhydrate (1:1)";17321-77-6;241-344-3
Télithromycine;173838-31-8;
2,2'-({4-[(E)-(2-Bromo-6-chloro-4-nitrophényl)diazényl]-3-chlorophényl}imino)diéthanol;17464-91-4;241-481-9
Élétriptan;177834-92-3;639-688-8
"Bleu de tetrazolium";1871-22-3;217-488-8
Telithromycine;191114-48-4;682-750-4
3-{5,6-Dichloro-3-éthyl-2-[3-(3-éthyl-1,3-benzoxazol-3-ium-2-yl)-2-propén-1-ylidène]-2,3-dihydro-1H-benzimidazol-1-yl}-1-propanesulfonate;19163-98-5;242-853-3
"C.I. Direct Black 38";1937-37-7;217-710-3
3-[{4-[(5-Nitro-1,3-thiazol-2-yl)diazényl]phényl}(2-phényléthyl)amino]propanenitrile;19745-44-9;243-266-5
4-[(E)-{2-Méthoxy-4-[(E)-(4-nitrophényl)diazényl]phényl}diazényl]phénol;19800-42-1;243-325-5
"Fluorure de tributylétain";1983-10-4;217-847-9
4,4'-méthylènebis(2-éthylaniline);19900-65-3;243-420-1
Emproarbe;85785-20-2;
"3,5-Bis (trifluorométhyl) benzylamine";85068-29-7;
3-Bromo-3-buten-1-ol;76334-36-6;
cis-1,4-Dibenzyloxy-2-butène;68972-96-3;
Isoprothiolane;50512-35-1;
"1,6-Octadiène, 7-méthyl-";42152-47-6;404-210-7
"Hexasodium 2,2 '- (vinylènebis ((3-sulphonato-4,1-phénylène) imino (6-phénoxy-1,3,5-triazine-4,2-diyl) imino)) bis (benzène-1,4 -Disulfonate)";41267-43-0;
"(1,1'-Biphényl) -4-carbonitrile, 4'-hexyl-";41122-70-7;
(4-Hydroxyphényl)(2,3,4-trihydroxyphényl)méthanone;31127-54-5;608-581-8
2-{[2-(Dibromométhyl)phénoxy]méthyl}oxirane;30171-80-3;250-080-8
"Acide propanoïque, 3-(dodécylthio)-, 2,2-bis[[3-(dodécylthio)-1-oxopropoxy]méthyl]-1,3-propanediyl ester";29598-76-3;249-720-9
1-Isopropylnaphtalène;29253-36-9;249-535-3
4,4',4''-(éthan-1,1,1-triyl)triphénol;27955-94-8;405-800-7
"2,2'-(biphényl-4,4'-diyldiéthylène-2,1-diyl)dibenzènesulfonate de disodium";27344-41-8;248-421-0
"Acide benzène dodécyl sulfonique";27176-87-0;248-289-4
Tris(isopropylphényl)phosphate;26967-76-0;248-147-1
Iprobenfos;26087-47-8;247-449-0
"Méthyl m-tolyl carbinol";25675-28-9;642-535-8
3-(1-Dodécén-1-yl)dihydro-2,5-furanedione;25377-73-5;246-917-1
2,3,3,4,4,5-Hexaméthyl-2-hexanethiol;25103-58-6;246-619-1
Butachlore;23184-66-9;245-477-8
2-Acétylbenzothiophène;22720-75-8;245-177-7
(3E)-4-(3-Chlorophényl)-3-butén-2-one;20766-36-3;639-359-9
"2-Éthylhexanoate de sodium";19766-89-3;243-283-8
Isoxathion;18854-01-8;242-624-8
2,4,6-Tris(1-phényléthyl)phénol;18254-13-2;242-128-1
N-(cyclohexylthio)phtalimide;17796-82-6;241-774-1
4-Pentylphénol;14938-35-3;239-015-4
(3-Phénoxyphényl)méthanol;13826-35-2;237-525-1
"Dechlorane plus";13560-89-9;236-948-9
2,3-Pyrazinedicarbonitrile;13481-25-9;626-631-7
5,6,7,8-Tétrahydroquinoline;10500-57-9;234-030-2
"Disodium téréphthalate";10028-70-3;233-075-5
"PEG-1 Sulfate de Phenyle Phenyl PEG-1, Sel de Sodium";9014-90-8;
"Triton X-100";9002-93-1;
"Acrylate de sodium";7446-81-3;231-209-7
"Pentaerythritol tetra (2-éthylhexanoate)";7299-99-2;230-743-8
"4,4 '- (1,3-Diméthylbutylidène) bisphénol";6807-17-6;401-720-1
"Benzène, 1,1 '- (1,1-diméthyl-3-méthylène-1,3-propanediyl) bis-";6362-80-7;228-846-8
"Dinoseb, éther méthylique";6099-79-2;
"Méthacrylate de sodium";5536-61-8;
"Phtalimide n- (4-bromobutyl)";5394-18-3;
"Thiourea s, s-dioxyde";4189-44-0;
Crotonaldéhyde;4170-30-3;231-209-7
"Phénol, 2,6-bis (1,1-diméthyléthyl) -4-éthyl-";4130-42-1;
2-Ethényl-1,3-dioxolane;3984-22-3;
Fenobucarbe;3766-81-2;
"Citrate d'ammonium dibasique";3012-65-5;221-146-3
"Phénol, 2,4-bis(1-phényléthyl)-";2769-94-0;220-460-8
Triméthoxyvinylsilane;2768-02-7;220-449-8
4,4'-[1,3-Phénylènebis(oxy)]dianiline;2479-46-1;628-902-5
"Chlorhydrate d'auramine";2465-27-2;219-567-2
4-Méthyl-2-(2-méthyl-2-propanyl)phénol;2409-55-4;219-314-6
1-[(4-Méthylphényl)sulfonyl]-1H-imidazole;2232-08-8;218-771-9
5H-Dibenzo[a,d][7]annulén-5-one;2222-33-5;218-737-3
3,4,5,6-Tétrachlorophtalonitrile;1953-99-7;217-783-1
Éthylcyclohexane;1678-91-7;216-835-0
2-(2,4-Dinitrobenzyl)pyridine;1151-97-9;214-567-9
Simétryne;1014-70-6;213-801-7
"2- [4- [2- [4- (2-hydroxyéthoxy) phényl] propan-2-yl] phénoxy] éthanol";901-44-0;212-985-6
3-Nitrofluoranthène;892-21-7;
"Disulfure de diphényle";882-33-7;
"1H-Imidazole, 5-méthyl-2-phényl-";827-43-0;
"Stéarate de sodium";822-16-2;
"Sodium myristate";822-12-8;
"1,2-Bis (2-chlorophényl) -hydrazine";782-74-1;
"Éthyle 3-éthoxypropionate";763-69-9;212-112-9
4-Méthyl-1-pentène;691-37-2;211-720-1
"Acétyl cétène";674-82-8;211-617-1
"P-tolyl sulfonate de sodium";657-84-1;211-522-5
"Acide trithiocyanurique";638-16-4;211-322-8
"Furfural acétone";623-15-4;
"4-Méthyl-n- (4-méthylphényl) aniline";620-93-9;
Bisphénol-F;620-92-8;210-258-2
3-Nitrobenzonitrile;619-24-9;210-587-7
"Phénol, 4- (1-méthyl-1-phényléthyl) -";599-64-4;209-968-0
2,7-Diméthylnaphtalène;582-16-1;
2,6-Dimethylnaphthalene;581-42-0;
"Acide butanédioïque, ester sulfo-, 1,4-bis (2-éthylhexyle), sel de sodium";577-11-7;209-406-4
1,2-Diméthylnaphtalène;573-98-8;
3-Nitroanisole;555-03-3;
"Acide tétradécanoïque";544-63-8;
"Éther isopentyle";544-01-4;208-857-4
"Éthyle trichloroacétate";515-84-4;208-212-7
1,8-Diaminonaphtalène;479-27-6;207-529-8
Benzopinacole;464-72-2;
"2,2,2-Trifluoroéthyl méthacrylate";352-87-4;206-525-3
3-Chloro-4-fluoronitrobenzène;350-30-1;
4-Bromo-1,2-difluorobenzène;348-61-8;
"Acide décanoïque";334-48-5;206-376-4
"Acide glyocylique";298-12-4;206-058-5
"Phosphorodithioate de O,O-diéthyle";298-06-6;206-055-9
"Acide oxalique";144-62-7;205-634-3
"Oléate de sodium";143-19-1;205-591-0
"Alcool nonylique normal";143-08-8;205-583-7
"Acide dodécanoïque";143-07-7;205-582-1
Limonène;138-86-3;205-341-0
N,N-Diméthyl-1-octadécanamine;124-28-7;204-694-8
N-Méthylformamide;123-39-7;204-624-6
Myrcène;123-35-3;204-622-5
Benzylidène;122-57-6;204-555-1
(2E)-2-Benzylidèneheptanal;122-40-7;204-541-5
2-Amino-2-éthyl-1,3-propanediol;115-70-8;204-101-2
Pyrodone;113-48-4;204-029-1
Octane-1-thiol;111-88-6;203-918-1
1-Chlorooctane;111-85-3;203-915-5
1-Heptanol;111-70-6;203-897-9
"Acide thiodipropionique";111-17-1;203-841-3
"Acide heptanoique";111-14-8;203-838-7
"Glycéryl monooléate";111-03-5;203-827-7
1,3-Dibromopropane;109-64-8;203-690-3
"Dioxyde de vinlylcyclohexène";106-87-6;
p-Anisidine;104-94-9;203-254-2
"Éther de benzyle";103-50-4;203-118-2
Dibutylaminoéthanol;102-81-8;203-058-7
N-Ethylmorpholine;100-74-3;202-885-0
2-Vinylpyridine;100-69-6;202-879-8
"Cyclohexanone oxime";100-64-1;202-874-0
4-Vinylcyclohexène;100-40-3;202-848-9
"Benzène, 1-chlorométhyl-4-nitro-";100-14-1;202-822-7
1-Isopropyl-4-méthylcyclohexane;99-82-1;202-790-4
"Acide phénylarsonique";98-05-5;
2,4-Di-tert-butylphénol;96-76-4;202-532-0
"Oxyde de Styrène";96-09-3;202-476-7
"2- (4-Morpholinyldithio) benzothiazole";95-32-9;
"Triéthylène glycol BIS (2-éthylbutyrate)";95-08-9;
"Diéthanolamide d'acide oléique";93-83-4;202-281-7
Méthyleugénol;93-15-2;202-223-0
Thiodiphénylamine;92-84-2;202-196-5
M-terphényl;92-06-8;
Guaiacol;90-05-1;201-964-7
"Phtalate de dicyclohexyle";84-61-7;201-545-9
"Cyclohexanol, 4,4 '- (1-méthyléthylidène) bis-";80-04-6;201-244-2
"Acide hydroxyacétique";79-14-1;201-180-5
2-Bromopropane;75-26-3;200-855-1
"Éthyl mercaptan";75-08-1;200-837-3
Di-méthionine;59-51-8;
"Acide palmitique";57-10-3;200-312-9
"Tri-BDE 28";41318-75-6;
"Acide acétique";64-19-7;200-580-7
Acétylène;74-86-2;200-816-9
Bromotrifluorométhane;75-63-8;200-887-6
2,2'-Diméthyl-1-propanol;75-84-3;
"Phosphate de tri-o-tolyle";78-30-8;201-103-5
"2,6-Diisocyanate de toluylène";91-08-7;202-039-0
gamma-Butyrolactone;96-48-0;202-509-5
"D-Lactate d'éthyle";7699-00-5;
"L-Lactate d'éthyle";687-47-8;211-694-1
"Lactate d'éthyle";97-64-3;202-598-0
"Alcool furfurylique";98-00-0;202-626-1
Phénylhydrazine;100-63-0;202-873-5
"Succinate de diméthyle";106-65-0;203-419-9
"Diméthyl-2,4 pentane";108-08-7;203-548-0
2,6-Diméthylpyridine;108-48-5;203-587-3
Cyclohexanol;108-93-0;203-630-6
"Pentoxyde d'antimoine";1314-60-9;215-237-7
"Butyl mercaptan";109-79-5;203-705-3
Diméthoxyméthane;109-87-5;203-174-2
"Acétate d'isoamyle";123-92-2;204-662-3
"Acétate de 3-pentyle";620-11-1;
"Acétate de tert-pentyle";625-16-1;
"Acétate de 1-méthylbutyle";626-38-0;210-946-8
"Acétate de 2- (ou 3)-méthylbutyle";84145-37-9;282-263-3
"Adipate de diméthyle";627-93-0;211-020-6
"Esters dibasiques";95481-62-2;
"Glutarate de diméthyle";1119-40-0;214-277-2
"Pentachlorophénolate de sodium";131-52-2;205-025-2
"Pentachlorophenate de potassium";7778-73-6;231-911-3
"Cyano-2 acrylate de méthyle";137-05-3;205-275-2
"2-Cyanoacrylate d'éthyle";7085-85-0;230-391-5
"Acétate de benzyle";140-11-4;205-399-7
Halothane;151-67-7;205-796-5
"Cyanamide de calcium";156-62-7;205-861-8
"Pentadécafluorooctanoate de potassium";2395-00-8;219-248-8
"Pentadecafluorooctanoate de sodium";335-95-5;206-404-5
"Pentadecafluorooctanoate d'argent";335-93-3;206-402-4
Bromochlorodifluorométhane;353-59-3;206-537-9
2,2,3-Trimethylbutane;464-06-2;207-346-3
3-Methylhexane;589-34-4;209-643-3
Isoheptane;31394-54-4;250-610-8
"Difluorure de cobalt";10026-17-2;233-061-9
"carbonate de cobalt";513-79-1;208-169-4
"Acétate de baryum";543-80-6;208-849-0
"Dichlorure de baryum";10361-37-2;233-788-1
"Oxyde de baryum";1304-28-5;215-127-9
"Péroxyde de baryum";1304-29-6;215-128-4
"Hydroxyde de baryum anhydre";17194-00-2;241-234-5
"Polysulfure de baryum";50864-67-0;256-814-3
"Sulfure de baryum";21109-95-5;244-214-4
"Chlorate de baryum";13477-00-4;236-760-7
"Perchlorate de baryum";13465-95-7;236-710-4
"Nitrate de baryum";10022-31-8;233-020-5
"Sulfate de baryum";7727-43-7;231-784-4
"Phosphate de tri-m-tolyle";563-04-2;209-241-8
"2,4-Diisocyanate de toluylène";584-84-9;209-544-5
3-Methylbutan-2-ol;598-75-4;209-950-2
"Chlorure de lithium";7447-41-8;231-212-3
"Hydrure de lithium";7580-67-8;231-484-3
"Hydroxyde de lithium";1310-65-2;215-183-4
"Stéarate de lithium";4485-12-5;224-772-5
"Isomères Warfarine";5543-57-7;226-907-3
"Isomère Warfarine R";5543-58-8;226-908-9
Anatase;1317-70-0;215-280-1
"Oxyde de titane (IV)";12188-41-9;
Rutile;1317-80-2;215-282-2
"Oxyde de béryllium";1304-56-9;215-133-1
"Chlorure de béryllium";7787-47-5;
"Fluorure de béryllium";7787-49-7;
"Hydroxyde de beryllium";13327-32-7;236-368-6
"Nitrate de bérylium";13597-99-4;237-062-5
"Sulfate de béryllium tétrahydraté";7787-56-6;
"Thiocyanate de cuivre";1111-67-7;214-183-1
"Dinitrate de cuivre";3251-23-8;221-838-5
"Fluorure de sodium";7681-49-4;231-667-8
"Fluorure de potassium";7789-23-3;232-151-5
"Difluorure de baryum";7787-32-8;232-108-0
"Fluorure de lithium";7789-24-4;232-152-0
N,N-Dimethylisopropylamine;996-35-0;213-635-5
"Bromure d'éthidium";1239-45-8;214-984-6
Borax;1303-96-4;603-411-9
"Trioxyde de nickel";1314-06-3;215-217-8
